workout_id,user_id,workout_start_time,workout_duration_min,workout_type,muscleGroupsTargeted,workout_style,trainer_name,trainer_follower_count,difficulty_level,completion_status,engagement_score
3513,415,5/12/2023 7:17,23,Movement,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.91
3514,269,9/24/2023 17:12,15,Exercise,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Beginner,FALSE,1.15
3515,50,7/31/2023 12:19,17,Movement,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Beginner,TRUE,1.46
3516,164,6/23/2023 17:20,41,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,4.36
3517,460,8/23/2023 19:32,24,Movement,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Beginner,TRUE,2.34
3518,500,7/26/2023 17:47,26,Movement,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Beginner,TRUE,2.07
3519,188,4/24/2023 20:00,23,Exercise,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.8
3520,287,2/16/2023 18:47,26,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Beginner,TRUE,1.89
3521,22,8/14/2023 18:28,42,Movement,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,4.95
3522,407,7/6/2023 13:26,23,Movement,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Beginner,FALSE,2.73
3523,189,11/29/2023 20:00,44,Exercise,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Intermediate,FALSE,4.37
3524,107,4/19/2023 17:34,11,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.68
3525,23,4/6/2023 7:53,36,Exercise,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,5.38
3526,110,9/16/2023 13:04,11,Movement,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Beginner,FALSE,2.37
3527,445,9/9/2023 13:10,19,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,FALSE,2.21
3528,163,1/19/2023 8:00,19,Exercise,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Beginner,FALSE,2.74
3529,374,6/9/2023 19:06,57,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,5.58
3530,183,4/14/2023 6:10,42,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Advanced,FALSE,8.05
3531,440,10/31/2023 6:08,42,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Intermediate,FALSE,4
3532,469,5/17/2023 8:15,18,Movement,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Beginner,FALSE,1.15
3533,160,8/12/2023 8:02,23,Exercise,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Beginner,TRUE,2
3534,352,6/26/2023 19:04,16,Exercise,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Beginner,TRUE,1.05
3535,8,2/15/2023 22:00,31,Movement,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Intermediate,FALSE,3.01
3536,187,7/31/2023 20:00,35,Exercise,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,6.71
3537,244,8/10/2023 17:32,38,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,3.11
3538,15,2/1/2023 19:00,56,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Advanced,FALSE,8.22
3539,68,7/20/2023 20:00,41,Exercise,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,3.57
3540,341,8/29/2023 18:10,33,Movement,"['Back', 'Core']",Strength,Alex Johnson,50000,Intermediate,FALSE,5.41
3541,172,7/16/2023 7:13,59,Movement,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Advanced,TRUE,8.47
3542,25,4/17/2023 23:19,58,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Advanced,FALSE,5.75
3543,133,2/25/2023 8:12,35,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Intermediate,FALSE,3.8
3544,267,7/1/2023 23:52,18,Exercise,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.45
3545,396,3/11/2023 17:32,17,Exercise,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,1.5
3546,452,8/24/2023 22:00,47,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,5
3547,395,5/1/2023 19:44,34,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,3.45
3548,22,4/17/2023 17:25,46,Exercise,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Intermediate,FALSE,6.74
3549,198,8/31/2023 18:43,29,Movement,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,1.7
3550,297,5/9/2023 12:52,15,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.65
3551,188,3/1/2023 13:00,29,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,2.88
3552,121,4/13/2023 18:18,57,Exercise,"['Back', 'Core']",Strength,Sarah Kim,60000,Advanced,FALSE,7.2
3553,318,4/18/2023 7:37,33,Exercise,"['Back', 'Core']",Cardio,Alex Johnson,50000,Intermediate,TRUE,4.75
3554,254,8/26/2023 6:30,50,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,3.33
3555,271,6/7/2023 19:44,22,Exercise,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,TRUE,1.16
3556,65,9/6/2023 4:19,21,Movement,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.57
3557,317,9/20/2023 12:32,45,Exercise,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Intermediate,TRUE,5.49
3558,303,10/2/2023 5:42,15,Movement,"['Back', 'Core']",Strength,Alex Johnson,50000,Beginner,TRUE,1.33
3559,116,11/19/2023 8:07,25,Movement,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.57
3560,84,8/28/2023 21:21,25,Movement,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.35
3561,172,7/5/2023 13:03,47,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Advanced,TRUE,5.76
3562,211,4/8/2023 19:56,40,Movement,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Advanced,TRUE,7.27
3563,64,8/22/2023 18:37,13,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,FALSE,1.75
3564,131,3/25/2023 6:57,51,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Advanced,TRUE,6.29
3565,324,7/1/2023 19:30,48,Movement,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Intermediate,TRUE,5.02
3566,449,5/11/2023 7:44,42,Movement,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Intermediate,FALSE,5.47
3567,495,8/15/2023 18:27,14,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.4
3568,132,6/4/2023 20:00,23,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,1.4
3569,295,11/24/2023 22:00,20,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,2.76
3570,121,9/5/2023 22:00,43,Exercise,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Advanced,FALSE,7.68
3571,274,6/24/2023 12:52,15,Exercise,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Beginner,TRUE,2.82
3572,163,6/2/2023 17:35,19,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Beginner,TRUE,1.96
3573,293,7/23/2023 6:01,10,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,2.09
3574,175,8/21/2023 17:22,37,Movement,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Intermediate,FALSE,6.6
3575,430,11/11/2023 20:00,17,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,FALSE,2.17
3576,359,7/6/2023 18:16,47,Exercise,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,6.62
3577,323,8/19/2023 18:14,55,Movement,"['Legs', 'Glutes']",Cardio,Sarah Kim,60000,Advanced,FALSE,5.19
3578,193,6/24/2023 19:19,50,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Advanced,FALSE,8.87
3579,168,3/16/2023 22:00,19,Movement,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.98
3580,488,3/1/2023 19:49,13,Exercise,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,TRUE,1.19
3581,376,6/28/2023 8:02,23,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.77
3582,31,8/8/2023 11:29,49,Exercise,"['Biceps', 'Triceps']",Flexibility,Alex Johnson,50000,Intermediate,TRUE,3.9
3583,449,5/13/2023 12:44,49,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Intermediate,FALSE,4.2
3584,458,5/12/2023 17:55,27,Movement,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.05
3585,435,4/18/2023 13:12,37,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Intermediate,TRUE,3.88
3586,125,9/23/2023 5:11,27,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,TRUE,2.23
3587,146,11/19/2023 7:59,50,Movement,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Intermediate,TRUE,4.58
3588,179,8/1/2023 11:45,55,Movement,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Advanced,TRUE,5.14
3589,200,7/10/2023 18:26,24,Exercise,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,2.49
3590,126,10/3/2023 4:09,37,Exercise,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Intermediate,TRUE,3.67
3591,357,7/4/2023 21:31,23,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.77
3592,469,4/22/2023 21:26,27,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.05
3593,215,8/3/2023 5:02,11,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.7
3594,14,6/30/2023 22:00,28,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.61
3595,80,9/18/2023 20:00,43,Movement,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Intermediate,FALSE,4.01
3596,372,5/30/2023 5:40,39,Exercise,"['Biceps', 'Triceps']",Cardio,Sarah Kim,60000,Intermediate,TRUE,4.88
3597,265,8/9/2023 18:16,12,Exercise,"['Back', 'Core']",Strength,Sarah Kim,60000,Beginner,TRUE,2.97
3598,135,8/11/2023 8:14,28,Exercise,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Beginner,TRUE,2.64
3599,374,8/13/2023 5:32,45,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,5.73
3600,346,6/9/2023 22:01,32,Exercise,"['Back', 'Core']",Cardio,Marcus Lee,12000,Intermediate,FALSE,4.2
3601,445,5/10/2023 11:19,14,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,TRUE,2.85
3602,429,6/6/2023 20:00,47,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Advanced,TRUE,7.92
3603,163,6/23/2023 12:51,20,Movement,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Beginner,TRUE,2.27
3604,486,5/16/2023 20:00,17,Exercise,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,FALSE,2.46
3605,420,6/25/2023 17:24,14,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.28
3606,149,3/29/2023 6:12,43,Movement,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Intermediate,FALSE,5.2
3607,100,1/2/2023 17:40,24,Movement,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Beginner,FALSE,2.55
3608,197,4/21/2023 5:25,30,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.74
3609,331,11/18/2023 19:08,51,Movement,"['Back', 'Core']",Cardio,Alex Johnson,50000,Advanced,TRUE,7.28
3610,339,7/8/2023 18:31,24,Movement,"['Back', 'Core']",Strength,Alex Johnson,50000,Beginner,TRUE,2.22
3611,283,8/12/2023 6:44,17,Movement,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.86
3612,336,8/29/2023 18:41,21,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.26
3613,261,7/29/2023 6:13,47,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,5.45
3614,20,5/28/2023 13:09,50,Exercise,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Advanced,FALSE,7.47
3615,10,10/18/2023 5:55,41,Exercise,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Intermediate,FALSE,6.74
3616,366,8/13/2023 20:46,19,Exercise,"['Chest', 'Shoulders']",Flexibility,Sarah Kim,60000,Beginner,TRUE,1.75
3617,22,5/30/2023 7:22,33,Movement,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Intermediate,TRUE,3.19
3618,252,7/30/2023 23:11,12,Exercise,"['Back', 'Core']",Strength,Sarah Kim,60000,Beginner,TRUE,1.81
3619,497,8/19/2023 20:13,47,Movement,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Intermediate,FALSE,6.01
3620,91,9/11/2023 20:36,12,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,1.57
3621,490,4/2/2023 20:00,42,Movement,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Intermediate,TRUE,3.02
3622,88,6/4/2023 19:38,56,Movement,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Advanced,FALSE,5.53
3623,479,11/12/2023 7:12,20,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Beginner,FALSE,1.33
3624,113,10/21/2023 19:26,45,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Advanced,TRUE,5.67
3625,255,7/19/2023 7:55,60,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Advanced,TRUE,7.96
3626,300,3/20/2023 5:19,41,Exercise,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Intermediate,TRUE,5.66
3627,444,4/4/2023 20:00,11,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.21
3628,188,2/4/2023 11:22,14,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,1.86
3629,209,11/19/2023 20:00,23,Exercise,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Beginner,TRUE,2.76
3630,151,8/27/2023 11:40,45,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Intermediate,FALSE,4.75
3631,6,7/22/2023 11:02,43,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Intermediate,FALSE,3.55
3632,412,2/25/2023 0:11,11,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.86
3633,293,9/25/2023 18:27,28,Exercise,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,1.83
3634,399,5/5/2023 21:06,26,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.61
3635,421,11/28/2023 6:01,27,Exercise,"['Back', 'Core']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,2.99
3636,335,8/14/2023 19:46,23,Exercise,"['Back', 'Core']",Strength,Sarah Kim,60000,Beginner,TRUE,1.91
3637,160,6/3/2023 20:00,11,Exercise,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.61
3638,277,11/13/2023 17:10,43,Movement,"['Chest', 'Shoulders']",Strength,Emma Rodriguez,2500000,Intermediate,TRUE,4.55
3639,494,5/27/2023 21:47,13,Movement,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,TRUE,2.09
3640,366,7/30/2023 5:01,29,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,1.76
3641,388,7/7/2023 6:41,12,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Beginner,TRUE,1.11
3642,284,7/9/2023 17:50,31,Movement,"['Legs', 'Glutes']",Cardio,Alex Johnson,50000,Intermediate,FALSE,5.54
3643,359,6/29/2023 17:10,50,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Intermediate,TRUE,5.19
3644,22,9/7/2023 21:49,30,Movement,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Intermediate,TRUE,6.96
3645,95,10/20/2023 0:10,15,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.83
3646,61,7/7/2023 22:00,41,Movement,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Intermediate,FALSE,4.22
3647,400,5/28/2023 6:30,12,Exercise,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.84
3648,283,7/27/2023 18:20,17,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.21
3649,152,6/24/2023 6:46,25,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.42
3650,91,5/9/2023 6:35,14,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,FALSE,2.3
3651,44,5/15/2023 17:04,48,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Advanced,FALSE,8.12
3652,83,6/7/2023 18:05,36,Exercise,"['Biceps', 'Triceps']",Flexibility,Sarah Kim,60000,Intermediate,FALSE,6.36
3653,368,7/3/2023 20:00,44,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Advanced,FALSE,5.08
3654,113,12/8/2023 12:38,46,Exercise,"['Biceps', 'Triceps']",Cardio,Marcus Lee,12000,Advanced,FALSE,6.24
3655,495,6/27/2023 18:52,28,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,2.67
3656,38,5/23/2023 6:03,13,Exercise,"['Biceps', 'Triceps']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.06
3657,205,2/19/2023 5:59,51,Exercise,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Advanced,FALSE,5.97
3658,456,2/23/2023 13:27,21,Movement,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,2.5
3659,34,7/26/2023 17:45,48,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,7.47
3660,237,7/11/2023 5:26,43,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Advanced,FALSE,8.53
3661,466,7/22/2023 22:00,41,Movement,"['Chest', 'Shoulders']",Strength,Alex Johnson,50000,Intermediate,TRUE,3.09
3662,306,4/11/2023 8:27,48,Exercise,"['Biceps', 'Triceps']",Cardio,Alex Johnson,50000,Intermediate,TRUE,6.1
3663,11,7/3/2023 5:13,51,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Advanced,FALSE,8.38
3664,117,10/4/2023 6:48,30,Movement,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Beginner,FALSE,1.72
3665,454,3/28/2023 5:33,60,Exercise,"['Back', 'Core']",Flexibility,Alex Johnson,50000,Advanced,TRUE,5.12
3666,246,9/29/2023 19:03,23,Exercise,"['Biceps', 'Triceps']",Strength,Alex Johnson,50000,Beginner,FALSE,2.74
3667,437,4/3/2023 19:38,34,Movement,"['Chest', 'Shoulders']",Cardio,Alex Johnson,50000,Intermediate,TRUE,5.01
3668,232,7/10/2023 19:55,18,Exercise,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,FALSE,1.33
3669,428,6/30/2023 19:16,27,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.2
3670,65,6/30/2023 20:00,23,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.49
3671,202,12/14/2023 18:06,51,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Advanced,TRUE,7.44
3672,459,11/24/2023 20:00,17,Movement,"['Legs', 'Glutes']",Strength,Sarah Kim,60000,Beginner,FALSE,1.88
3673,155,6/4/2023 5:56,41,Movement,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Intermediate,FALSE,3.58
3674,295,6/25/2023 8:16,11,Movement,"['Legs', 'Glutes']",Flexibility,Alex Johnson,50000,Beginner,TRUE,2.45
3675,431,8/6/2023 20:00,17,Movement,"['Back', 'Core']",Cardio,Alex Johnson,50000,Beginner,TRUE,1.58
3676,432,4/7/2023 7:02,48,Movement,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Intermediate,FALSE,5.29
3677,138,7/19/2023 21:29,12,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,TRUE,2.96
3678,473,2/20/2023 6:10,26,Movement,"['Biceps', 'Triceps']",Strength,Sarah Kim,60000,Beginner,FALSE,2.7
3679,67,8/21/2023 13:02,34,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Intermediate,FALSE,4.34
3680,428,1/25/2023 17:29,23,Movement,"['Chest', 'Shoulders']",Strength,Marcus Lee,12000,Beginner,FALSE,1.02
3681,156,6/27/2023 19:43,35,Exercise,"['Back', 'Core']",Strength,Alex Johnson,50000,Intermediate,FALSE,3.9
3682,97,2/15/2023 6:11,41,Movement,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Intermediate,FALSE,4.23
3683,312,6/15/2023 19:30,49,Movement,"['Back', 'Core']",Strength,Sarah Kim,60000,Intermediate,FALSE,5.64
3684,36,3/7/2023 17:30,12,Movement,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,1.4
3685,323,5/9/2023 13:05,49,Exercise,"['Chest', 'Shoulders']",Flexibility,Emma Rodriguez,2500000,Advanced,TRUE,6.71
3686,194,7/6/2023 12:17,11,Exercise,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,1.63
3687,286,9/7/2023 19:32,15,Exercise,"['Chest', 'Shoulders']",Strength,Sarah Kim,60000,Beginner,TRUE,2.07
3688,19,3/24/2023 7:23,22,Exercise,"['Chest', 'Shoulders']",Flexibility,Marcus Lee,12000,Beginner,TRUE,1.45
3689,62,6/16/2023 11:35,22,Exercise,"['Legs', 'Glutes']",Flexibility,Sarah Kim,60000,Beginner,FALSE,1.28
3690,470,4/27/2023 17:43,48,Exercise,"['Legs', 'Glutes']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,4.41
3691,412,4/12/2023 6:34,22,Movement,"['Biceps', 'Triceps']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.8
3692,274,12/3/2023 20:19,13,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Beginner,TRUE,1.51
3693,285,8/19/2023 21:57,49,Movement,"['Legs', 'Glutes']",Cardio,Marcus Lee,12000,Intermediate,FALSE,6.11
3694,489,5/13/2023 5:50,36,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,4.35
3695,320,6/26/2023 21:31,14,Movement,"['Legs', 'Glutes']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.75
3696,353,6/13/2023 7:21,25,Exercise,"['Chest', 'Shoulders']",Flexibility,Alex Johnson,50000,Beginner,FALSE,1.92
3697,396,4/18/2023 22:00,10,Movement,"['Biceps', 'Triceps']",Flexibility,Marcus Lee,12000,Beginner,FALSE,1.7
3698,14,6/16/2023 11:06,11,Movement,"['Legs', 'Glutes']",Strength,Alex Johnson,50000,Beginner,FALSE,1.87
3699,443,7/17/2023 19:48,10,Movement,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,TRUE,2.81
3700,163,2/18/2023 19:02,27,Movement,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Beginner,TRUE,2.83
3701,100,4/2/2023 18:40,18,Exercise,"['Back', 'Core']",Flexibility,Emma Rodriguez,2500000,Beginner,TRUE,2.56
3702,380,6/16/2023 13:30,44,Movement,"['Legs', 'Glutes']",Strength,Emma Rodriguez,2500000,Intermediate,FALSE,5.56
3703,112,7/21/2023 8:24,17,Exercise,"['Chest', 'Shoulders']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.86
3704,305,5/18/2023 23:05,30,Exercise,"['Biceps', 'Triceps']",Strength,Sarah Kim,60000,Beginner,FALSE,2.25
3705,308,9/10/2023 20:26,35,Exercise,"['Biceps', 'Triceps']",Cardio,Emma Rodriguez,2500000,Intermediate,TRUE,5.5
3706,188,2/23/2023 19:04,15,Movement,"['Back', 'Core']",Cardio,Marcus Lee,12000,Beginner,TRUE,2.59
3707,271,4/6/2023 6:28,19,Exercise,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Beginner,TRUE,2.09
3708,30,6/15/2023 21:38,58,Movement,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Advanced,TRUE,7.24
3709,314,8/1/2023 11:12,19,Exercise,"['Back', 'Core']",Strength,Marcus Lee,12000,Beginner,TRUE,1.31
3710,115,7/22/2023 20:45,45,Exercise,"['Back', 'Core']",Flexibility,Marcus Lee,12000,Intermediate,FALSE,4.95
3711,292,3/1/2023 7:00,30,Exercise,"['Biceps', 'Triceps']",Strength,Marcus Lee,12000,Beginner,TRUE,2.04
3712,58,5/28/2023 18:35,18,Movement,"['Back', 'Core']",Strength,Emma Rodriguez,2500000,Beginner,FALSE,1.41
3713,166,6/29/2023 12:55,32,Exercise,"['Legs', 'Glutes']",Flexibility,Marcus Lee,12000,Intermediate,TRUE,5.72
3714,454,7/8/2023 17:56,57,Movement,"['Back', 'Core']",Flexibility,Sarah Kim,60000,Advanced,TRUE,7.94
3715,325,8/27/2023 19:47,19,Exercise,"['Back', 'Core']",Cardio,Sarah Kim,60000,Beginner,TRUE,1.17
3716,377,5/30/2023 6:52,54,Movement,"['Chest', 'Shoulders']",Cardio,Marcus Lee,12000,Advanced,FALSE,8.27
3717,249,2/8/2023 5:08,29,Movement,"['Legs', 'Glutes']",Strength,Marcus Lee,12000,Beginner,TRUE,1.35
3718,286,10/14/2023 6:41,24,Movement,"['Chest', 'Shoulders']",Cardio,Emma Rodriguez,2500000,Beginner,FALSE,1.45
